fecha;ventas_reales;pronostico;error_absoluto
2025-08-09;1766.6;2387.79654604174;621.19654604174
2025-08-10;2313.1;2003.9396784485095;309.16032155149037
2025-08-11;1714.37;1900.0851806699839;185.71518066998397
2025-08-12;1745.24;1926.3327083204197;181.09270832041966
2025-08-13;1984.49;1816.133879875392;168.35612012460797
2025-08-14;2409.08;1800.6352982211254;608.4447017788746
2025-08-15;1539.09;1968.9782599883033;429.8882599883034
2025-08-16;2308.04;1914.8497216301303;393.1902783698697
2025-08-17;1554.96;1900.626949123103;345.666949123103
2025-08-18;1492.93;1958.3811477624074;465.45114776240734
2025-08-19;2025.24;2118.110470563821;92.87047056382085
2025-08-20;1722.52;1751.1579939064168;28.637993906416796
2025-08-21;2197.91;1937.3344816630324;260.57551833696743
2025-08-22;1851.05;1825.7083591433257;25.341640856674303
2025-08-23;1910.58;1843.9381195924861;66.64188040751378
2025-08-24;2340.92;1825.9152646553027;515.0047353446973
2025-08-25;1719.0;1831.5319999414628;112.5319999414628
2025-08-26;1580.6;1948.212742958459;367.6127429584592
2025-08-27;1710.8999999999999;1958.3811477624074;247.48114776240755
2025-08-28;2047.2;1898.851448198081;148.34855180191903
2025-08-29;1909.0;1943.120720472949;34.12072047294896
2025-08-30;1974.9;1830.5070340327711;144.39296596722897
2025-08-31;1801.1000000000001;1755.8244216794276;45.27557832057255
2025-09-01;1668.8;1901.8209619714034;233.0209619714035
2025-09-02;2030.9;1960.3519898493614;70.54801015063867
2025-09-03;1758.6;1970.0692084966697;211.4692084966698
2025-09-04;1720.1;1770.0703034951368;49.97030349513693
2025-09-05;2147.1;1941.5645019944307;205.53549800556925
2025-09-06;1209.7;1735.6265352818505;525.9265352818504
2025-09-07;1712.8;1665.0939670517453;47.70603294825469
2025-09-08;1520.028;1831.7895112956555;311.7615112956555
2025-09-09;1573.336;1960.1426615676066;386.8066615676066
2025-09-10;1829.996;1947.656673238299;117.66067323829884
2025-09-11;1778.064;1885.1489351858997;107.08493518589967
2025-09-12;1291.764;1924.7617789536441;632.9977789536442
2025-09-13;1626.692;1441.8471203789886;184.8448796210114
2025-09-14;2511.04;1904.1252471060218;606.9147528939782
2025-09-15;1726.3;1840.1156719868525;113.81567198685252
2025-09-16;1442.6;1864.228591363061;421.6285913630611
2025-09-17;1981.3999999999999;1883.9533616149117;97.44663838508814
2025-09-18;1253.3;1834.7945660297376;581.4945660297376
2025-09-19;1544.2;1540.8039122870762;3.3960877129238725
2025-09-20;1778.7;2042.9916498781624;264.2916498781624
2025-09-21;1928.6;1795.2407454814872;133.35925451851267
2025-09-22;2133.0;1881.2481927789681;251.75180722103187
2025-09-23;2549.7;1874.6416537800394;675.0583462199604
2025-09-24;2037.5;1914.3128699989963;123.18713000100365
2025-09-25;2198.0;1804.3081422143455;393.6918577856545
2025-09-26;1808.6;1814.9838846192172;6.38388461921727
2025-09-27;1776.2;1929.9462939826803;153.7462939826803
2025-09-28;2070.0;1931.9546241467715;138.0453758532285
2025-09-29;1615.1;1964.0025903643964;348.9025903643965
2025-09-30;1996.3;1861.38215442695;134.91784557305004
2025-10-01;1755.8;1807.5028331928033;51.70283319280338
2025-10-02;1492.8;1788.355715299092;295.55571529909207
2025-10-03;1409.6;2039.165278386798;629.5652783867981
2025-10-04;1663.1;1846.3040162336724;183.20401623367252
2025-10-05;1365.6;1639.0015469483997;273.40154694839975
2025-10-06;1824.14;1857.9057058426229;33.765705842622765
2025-10-07;1622.04;1648.8662429731567;26.826242973156695
2025-10-08;2134.81;1842.5806354932151;292.2293645067848
2025-10-09;2021.82;1777.5090616800235;244.31093831997646
2025-10-10;1916.8899999999999;1820.3957245000656;96.49427549993425
2025-10-11;2235.32;1844.1210836503067;391.1989163496935
2025-10-12;1253.2;1673.6671637672562;420.4671637672561
2025-10-13;2217.55;1511.4206097983276;706.1293902016725
2025-10-14;2117.05;1879.0019985144643;238.0480014855359
2025-10-15;1595.59;1932.3197539304076;336.7297539304077
2025-10-16;1867.03;1835.9467263642487;31.08327363575131
2025-10-17;1747.95;1938.9345091947753;190.98450919477523
2025-10-18;1990.3899999999999;1746.515952794631;243.87404720536892
2025-10-19;1454.51;1809.8184746842373;355.30847468423735
2025-10-20;2415.4;1816.0319711555726;599.3680288444275
2025-10-21;1591.2;2012.810352015085;421.610352015085
2025-10-22;2083.5;1945.522133248236;137.97786675176394
2025-10-23;1963.6;1948.8335875965565;14.766412403443383
2025-10-24;1596.9;1737.822149414049;140.92214941404882
2025-10-25;1787.8;1517.924690683193;269.87530931680703
2025-10-26;1837.3;1778.161641386367;59.138358613633045
2025-10-27;1724.6;1781.750738708333;57.150738708333165
2025-10-28;1467.53;1829.6549713055927;362.1249713055927
2025-10-29;2066.485;1776.5710118697789;289.91398813022124
2025-10-30;1714.02;1789.0376504845774;75.01765048457742
2025-10-31;2390.065;1812.982944520089;577.0820554799111
2025-11-01;1742.8500000000001;1720.6377776239415;22.212222376058662
2025-11-02;1483.52;1702.1793865869727;218.6593865869727
2025-11-03;2319.0;1914.2108383136613;404.78916168633873
2025-11-04;1934.3999999999999;1797.0907421659306;137.30925783406929
2025-11-05;1631.3;1820.8271815654177;189.52718156541778
2025-11-06;1552.8;1841.6371544879846;288.83715448798466
2025-11-07;1423.3;1814.4516724504228;391.1516724504229
2025-11-08;1783.8;1813.0019364984398;29.201936498439863
2025-11-09;1802.8999999999999;1749.7897503548227;53.11024964517719
2025-11-10;1840.3000000000002;1850.1070635169367;9.807063516936523
2025-11-11;2252.3;2004.0601698112696;248.2398301887306
2025-11-12;2288.1;1827.6087770750207;460.4912229249792
2025-11-13;1654.1;1762.8952103362492;108.79521033624928
2025-11-14;1780.8;1796.3628739847038;15.562873984703856
2025-11-15;1851.1;1827.1870759532314;23.912924046768467
2025-11-16;1539.9;1778.0181740146572;238.11817401465714
2025-11-17;1763.8;1956.8892444748803;193.0892444748804
2025-11-18;1877.1;1854.325807222001;22.774192777998906
2025-11-19;2097.8;1829.5342943245014;268.2657056754988
2025-11-20;1860.3;1864.0948861087975;3.7948861087975274
2025-11-21;1790.4;1857.371234043217;66.97123404321701
2025-11-22;1675.2;1813.0293037037366;137.8293037037365
2025-11-23;1676.7;1861.0082915908156;184.30829159081554
2025-11-24;1652.12;1900.0238745293575;247.9038745293576
2025-11-25;2929.68;1994.4630122630515;935.2169877369483
2025-11-26;2179.2;2102.4521174559136;76.74788254408622
2025-11-27;1734.22;1944.6338767729567;210.41387677295666
2025-11-28;2189.6;1702.2657701229127;487.3342298770872
2025-11-29;1725.7;1880.5031679822646;154.80316798226454
2025-11-30;2109.0;1794.662402166994;314.33759783300593
2025-12-01;2607.082;2553.6393651212857;53.442634878714216
2025-12-02;2808.236;2316.4100737093872;491.82592629061264
2025-12-03;3066.8;2617.6496389034687;449.15036109653147
2025-12-04;2505.0;2412.419700072744;92.58029992725596
2025-12-05;2862.1;2344.267214491282;517.8327855087177
2025-12-06;2167.6;2133.020097858552;34.57990214144775
2025-12-07;2031.9;2419.602445078695;387.70244507869484
2025-12-08;2592.0;2648.731638027298;56.73163802729778
2025-12-09;2566.3;2381.467570014667;184.83242998533296
2025-12-10;2517.3;2343.2739208977832;174.02607910221695
2025-12-11;2172.4;2544.549419768787;372.1494197687871
2025-12-12;2368.5;2422.450856381256;53.95085638125602
2025-12-13;3450.4;2405.9302621918787;1044.4697378081214
2025-12-14;2251.1;2116.896033569643;134.203966430357
2025-12-15;2953.62;2659.1489501454766;294.47104985452324
2025-12-16;2912.06;2909.1210840094595;2.9389159905404085
2025-12-17;2365.12;2761.281441884805;396.1614418848053
2025-12-18;2191.28;2440.897750094857;249.617750094857
2025-12-19;2514.42;2437.7690396474964;76.65096035250372
2025-12-20;2108.02;1980.6619959118411;127.35800408815885
2025-12-21;3265.08;2439.8002125509306;825.2797874490693
2025-12-22;2701.46;1945.278896070916;756.181103929084
2025-12-23;2365.2999999999997;2521.9404275535444;156.64042755354467
2025-12-24;2031.74;2470.8436511576033;439.1036511576033
2025-12-25;2251.9;2450.6166018683734;198.71660186837335
2025-12-26;2120.204;2689.1740693096444;568.9700693096443
2025-12-27;2405.052;2433.7999446987724;28.747944698772244
2025-12-28;1858.3;2325.01442573543;466.71442573543004
2025-12-29;2174.592;2770.8284627317557;596.2364627317556
2025-12-30;1925.292;2423.373168879373;498.0811688793733
2025-12-31;1866.06;2489.202809510033;623.1428095100332
